setting,start,trading_start,end,initial_cash,execution_mode,roundtrip_cost_bp,max_participation,annual_return,cagr,sharpe,max_drawdown,total_return,final_value,orders,partial_or_failed_rate,failed_rate,capacity_limited_rate,lot_residual_rate,no_minute_data_rate,no_turnover_rate,limit_block_rate,avg_slippage_bp,avg_participation,avg_abs_exposure_gap
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,open_0935,20.0,0.1,0.5891242585914,0.7322211264834249,2.101186967044246,-0.14701021681435988,0.2654895709654612,6419410.632368249,763.0,0.8138925294888598,0.24246395806028834,0.22804718217562253,0.36041939711664484,0.028833551769331587,0.13892529488859764,0.001310615989515072,14.34515570934256,0.04149549489391551,0.1023136009739241
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,vwap_0935_1030,5.0,0.1,0.7361587980838651,1.0067074812328207,2.638973241292969,-0.12767256066645605,0.34783282800997384,6823960.017977557,690.0,0.636231884057971,0.2826086956521739,0.0014492753623188406,0.3521739130434783,0.03188405797101449,0.1391304347826087,0.0014492753623188406,2.2444444444444445,0.0026684902762810826,0.07663186150956383
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,vwap_0935_1030,7.0,0.1,0.7280162760353716,0.9904221367484569,2.6088869990365464,-0.12811048444691464,0.3431340789563011,6799490.752671415,690.0,0.6318840579710145,0.28695652173913044,0.0014492753623188406,0.34202898550724636,0.03188405797101449,0.1391304347826087,0.0014492753623188406,3.048780487804878,0.0026778379280363333,0.07661465834304607
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,vwap_0935_1030,10.0,0.1,0.7167831923360067,0.9681734230887915,2.567461606660167,-0.12876893497083564,0.3366790939349511,6765796.265326118,690.0,0.6246376811594203,0.2826086956521739,0.0014492753623188406,0.34057971014492755,0.03188405797101449,0.1391304347826087,0.0014492753623188406,4.317171717171717,0.002653900117527046,0.07663556167930258
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,vwap_0935_1030,15.0,0.1,0.6953000900739551,0.9262865237129065,2.4879096035479886,-0.12999017368379784,0.3244123961989993,6702031.205225332,683.0,0.6354319180087847,0.28550512445095166,0.0014641288433382138,0.3484626647144949,0.032210834553440704,0.14055636896046853,0.0014641288433382138,6.459016393442623,0.00267494471908221,0.07661738239550116
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,vwap_0935_1030,20.0,0.1,0.6714634894833578,0.8808634791845529,2.40006623240328,-0.13133973331265447,0.3109366002688032,6632181.736444831,683.0,0.6544655929721815,0.2796486090775988,0.0014641288433382138,0.37042459736456806,0.032210834553440704,0.14055636896046853,0.0014641288433382138,8.75,0.002637571084797324,0.07663269048083847
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,twap_0935_1030,5.0,0.1,0.7410920640670937,1.0166333052382033,2.6570725871131455,-0.12741288551462582,0.35068600779492365,6837080.288429433,686.0,0.6341107871720116,0.28425655976676384,0.0014577259475218659,0.3469387755102041,0.03206997084548105,0.13994169096209913,0.0014577259475218659,2.254582484725051,0.0026907481871289566,0.07670111687126316
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,twap_0935_1030,7.0,0.1,0.7335108505548301,1.0013926281743846,2.6290749512349776,-0.12785323839799057,0.34630175672599406,6814208.40981097,689.0,0.6502177068214804,0.2888243831640058,0.001451378809869376,0.3570391872278665,0.03193033381712627,0.13933236574746008,0.001451378809869376,3.036734693877551,0.0026905293126951997,0.07666440613257629
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,twap_0935_1030,10.0,0.1,0.721778531365841,0.9780259249500702,2.585657740089161,-0.12850778551547892,0.339542701887503,6778983.872098785,691.0,0.6410998552821997,0.28509406657018815,0.001447178002894356,0.3545586107091172,0.03183791606367583,0.1389290882778582,0.001447178002894356,4.295546558704453,0.002659662116959378,0.07669636998136754
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,twap_0935_1030,15.0,0.1,0.7003114371941982,0.9359638280848317,2.5061868112378294,-0.12973237194276332,0.32725985717093065,6715145.519768139,688.0,0.6526162790697675,0.28924418604651164,0.0014534883720930232,0.35755813953488375,0.03197674418604651,0.13953488372093023,0.0014534883720930232,6.466257668711656,0.002671404959568885,0.07667638117505006
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,twap_0935_1030,20.0,0.1,0.6763023644610423,0.8899833927093723,2.4176104137137657,-0.13107510924051313,0.31365703180276894,6644659.209057809,685.0,0.6452554744525547,0.28905109489051095,0.00145985401459854,0.3518248175182482,0.032116788321167884,0.14014598540145987,0.00145985401459854,8.74640657084189,0.0026645792464127563,0.07663762581570716
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,tail_vwap_1430_1455,5.0,0.1,1.2016843823527337,2.1364841314216507,3.572306700524617,-0.14466283807149638,0.6321547236971117,8169277.549810445,655.0,0.583206106870229,0.08549618320610687,0.01984732824427481,0.47480916030534354,0.03358778625954199,0.0183206106870229,0.004580152671755725,4.517529215358931,0.009892866832076784,0.03904430830465414
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,5000000.0,tail_vwap_1430_1455,7.0,0.1,1.1960158973073953,2.1188314136874826,3.555490076856784,-0.14492454114816145,0.6282114865715009,8149378.118800886,654.0,0.5688073394495413,0.09327217125382263,0.019877675840978593,0.4541284403669725,0.03363914373088685,0.01834862385321101,0.0045871559633027525,5.227655986509275,0.009979829823775556,0.03902388162765262
